breed,description,temperament,popularity,min_height,max_height,min_weight,max_weight,min_expectancy,max_expectancy,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category
Scottish Terrier,the wellknown scottie silhouette is that of a shortlegged but substantial terrier with distinctive furnishings at the beard legs and lower body the wiry topcoat and soft dense undercoat coat can be black wheaten yellow or a brindlestripe pattern bright piercing eyes and erect ears and tail convey keen alertnessa hallmark of britains terrier breedsthe scottie working style has been described as efficient and businesslike and their aloofness toward strangers makes them excellent watchdogs their hunting instinct remains strong which can complicate life for the neighbors cat and scotties are known to be cantankerous around other dogs this bold and clever scotsman enjoys brisk walks and upbeat play a solidly compact dog of vivid personality the scottish terrier is an independent confident companion of high spirits scotties have a dignified almosthuman character their terrier persistence has earned the breed the nickname the diehard,confident independent spirited,57,25.4,25.4,8.164662660000001,9.97903214,12.0,12.0,Terrier Group,0.6,2-3 Times a Week Brushing,0.4,Occasional,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
Sealyham Terrier,standing less than 11 inches at the shoulder and weighing about 24 pounds sealys are not big enough to be considered mediumsized dogs but they stand among the strongest and most substantial of what we think of as small dogsa typical sealy is wellmuscled built low to ground and moves easily with long determined strides the weatherproof coat is predominantly white and a long broad head is furnished with lavish facial hair despite their rep as the bruiser among shortlegged terriers sealys are cute funny affectionate outgoing and trainable if a bit stubborn their alertness and a bigdog bark make sealys excellent watchdogs blessed with an adaptable nature sealys are amenable to city dwelling or country life the sealyham terrier is brave and spirited but not as spiky as smaller terriers these sturdy outgoing companions are recognized by their fall the mass of hair covering the forehead sealy fans enjoy their dogs sly sense of humor,alert outgoing sense of humor,164,26.67,26.67,10.43262451,10.88621688,12.0,14.0,Terrier Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
Segugio Italiano, calm responsive and intelligent the segugio italiano is a tenacious hunter and an excellent pet,friendly intelligent eager to please,,48.26,58.42,18.1436948,27.2155422,11.0,13.0,Foundation Stock Service,0.4,Weekly Brushing,0.6,Seasonal,0.6,,1.0,Eager to Please,0.6,
Shetland Sheepdog,the shetland sheepdog is a small active and agile herding dog standing between 13 and 16 inches at the shoulder the long coat is harsh and straight with a dense undercoat and comes in black blue merle and sable with white markings the coat along with a long wedgeshaped head small threequarter erect ears and deepchested levelbacked torso give shelties the look of a roughcoated collie in miniaturebright and eager shelties are easy trainers and worldclass competitors in obedience agility and herding trials they are sensitive and affectionate family dogs highly in tune with the mood of the household they like to bark and tend to be reserved toward strangerstwo qualifications of an excellent watchdog the shetland sheepdog also known as the sheltie is an extremely intelligent quick and obedient herder from scotlands remote and rugged shetland islands shelties bear a strong family resemblance to their bigger cousin the collie,playful energetic bright,25,33.02,40.64,6.80388555,11.33980925,12.0,14.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,1.0,Eager to Please,0.4,Reserved with Strangers
Shiba Inu,brought to america from japan as recently as 60 years ago shibas are growing in popularity in the west and are already the most popular breed in their homeland their white markings combined with their coloring red red sesame or black and tan and their alert expression and smooth stride makes them almost foxlike theyre sturdy muscular dogs with a bold confident personality to match an ancient japanese breed the shiba inu is a little but wellmuscled dog once employed as a hunter today the spirited goodnatured shiba is the most popular companion dog in japan the adaptable shiba is at home in town or country,alert active attentive,44,34.29,41.91,7.71107029,10.43262451,13.0,16.0,Non-Sporting Group,0.4,Weekly Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
Shih Tzu,shih tzu pronounced in the west sheedzoo or sheetsu the chinese say sherzer weighing between 9 to 16 pounds and standing between 8 and 11 inches are surprisingly solid for dogs their size the coat which comes in many colors is worth the time you will put into itfew dogs are as beautiful as a wellgroomed shih tzubeing cute is a way of life for this lively charmer the shih tzu is known to be especially affectionate with children as a small dog bred to spend most of their day inside royal palaces they make a great pet if you live in an apartment or lack a big backyard some dogs live to dig holes and chase cats but a shih tzus idea of fun is sitting in your lap acting adorable as you try to watch tv that face those big dark eyes looking up at you with that sweet expression its no surprise that shih tzu owners have been so delighted with this little lion dog for a thousand years where shih tzu go giggles and mischief follow,affectionate playful outgoing,20,22.86,26.67,4.082331330000001,7.25747792,10.0,18.0,Toy Group,0.8,Daily Brushing,0.2,Infrequent,0.6,Regular Exercise,0.6,Agreeable,0.8,Friendly
Shikoku,the original shikoku or kochiken existed in the mountain ranges of kochi prefecture on the island of shikoku they were highly valued by the matagi japanese hunters as a tracker of game particularly wild boar he is a mediumsized dog with wellbalanced and welldeveloped cleancut muscles he has pricked ears and a curled or sickle tail his conformation is strong wellboned and compact his outer coat is rather harsh and straight and his undercoat is soft and dense the hair on his tail is long his coat can be red black and tan or sesame which is a wellmixed color of black red and white hairs the shikoku is a dog of marked endurance keen in sense with a naive feeling energetic and highly alert he is an enthusiastic hunter and docile towards his master,energetic alert enthusiastic,,43.18,55.88,15.875732950000002,24.947580350000003,10.0,12.0,Foundation Stock Service,0.4,Weekly Brushing,0.6,,0.6,Regular Exercise,0.6,,0.6,
Siberian Husky,the graceful mediumsized siberian huskys almondshaped eyes can be either brown or blueand sometimes one of eachand convey a keen but amiable and even mischievous expression quick and nimblefooted siberians are known for their powerful but seemingly effortless gait tipping the scales at no more than 60 pounds they are noticeably smaller and lighter than their burly cousin the alaskan malamute in fact breeders and fanciers prefer the moniker siberians over huskies as the latter suggests a bigger brawnier dog than what is the standard for the breedas born pack dogs siberians enjoy family life and get on well with other dogs their innate friendliness render them indifferent watchdogs this breed is also energetic and cant resist chasing small animals so secure running room is a must an attractive feature of the breed siberians are naturally clean with little doggy odor the siberian husky a thickly coated compact sled dog of medium size and great endurance was developed to work in packs pulling light loads at moderate speeds over vast frozen expanses this northern breed is friendly fastidious and dignified,loyal mischievous outgoing,14,50.8,59.69,15.875732950000002,27.2155422,12.0,14.0,Working Group,0.4,Weekly Brushing,0.6,Seasonal,0.8,Energetic,0.4,Independent,0.8,Friendly
Silky Terrier,small but not fragile feisty but not yappy pretty but not sculpted silkys are 10inchtall dynamos animated by curiosity and high spirits the glorious blueandtan coat is straight and glossy and it feels and behaves much like human hair the wedgeshaped head is topped by profuse hair parted down the middle and erect vshaped ears draw attention to the keen piercing expression of the almondshaped eyes silkys are more refined than typical ratting terriers but they should still look and behave like a true earthdog a charming member of the akc toy group the compact glossycoated silky terrier is nonetheless a true terrier of energetic high spirits the silky a native of sydney australia is larger than his close cousin the yorkshire terrier,friendly quick keenly alert,112,22.86,25.4,4.535923700000001,4.535923700000001,13.0,15.0,Toy Group,0.6,2-3 Times a Week Brushing,0.4,Occasional,0.6,Regular Exercise,0.6,Agreeable,0.6,Alert/Responsive
Skye Terrier,long low and level this unique earthdog is among the akcs most distinctivelooking breeds skyes stand 9 or 10 inches high and feature a long flatlying coat and peekaboo hairdo theyre known for big feathery ears that stand up like bat wings but skyes can also have drop ears which lie flat against the large long head beneath the profuse coat are short muscular legs and a deep chest when seen in profile these elegant but substantial terriers are twice as long as they are high the heavenly breed with the heart of a lion the long low and level skye terrier is among the akcs most distinctivelooking breeds this elegant but sturdy aristocrat was bred as an exterminator on scotlands remote isle of skye,courageous goodtempered canny,178,24.13,25.4,15.875732950000002,20.41165665,12.0,14.0,Terrier Group,0.8,Daily Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
Sloughi,the sloughi slooghee is a classically constructed sighthound of ancient lineage originally bred to work on such game as hare fox jackal gazelle and wild pigs on the punishing terrain of its homeland this is a lean nofrills hound standing between 24 to 29 inches at the shoulder coat colors include shades of light sand to mahogany redfawn with or without brindling with or without black markings with no invasive white markings the sloughis big dark eyes are often described as melancholy the ancient sloughi nicknamed the arabian greyhound is a lean swift coursing hound who hunted a variety of game in north african deserts a classic sighthound the sloughi is regally aloof with strangers and gentle with loved ones,reserved graceful noble,192,60.96,73.66,15.875732950000002,22.6796185,10.0,15.0,Hound Group,0.4,Weekly Brushing,0.2,Infrequent,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
Slovakian Wirehaired Pointer,slovakian wirehaired pointer is a dog of moderate strength working type but with nobleness in his lines the basic color of the coat is called grey and the hair is harsh hard he must be fit and able to work on the plain in the woods and in the water and especially to work after the shooting searching and retrieving wounded game he is obedient and easy to train slovakian wirehaired pointer is a dog of moderate strength working type but with nobleness in his lines,nan,,57.15,67.31,22.6796185,29.48350405,12.0,15.0,Foundation Stock Service,0.2,Occasional Bath/Brush,0.4,Occasional,0.8,Energetic,0.4,Independent,1.0,Outgoing
Slovensky Cuvac,the slovensky cuvacs breed characteristics conform in type with those of a mountain dog of firm constitution impressive appearance and thick white coat he has a strong bone a lively temperament and is vigilant fearless and alert for centuries he has been accustomed to the harsh climate of the slovakian mountains especially the tatra mountains his vigilance and alertness helped to give him his name as the slovak word cuvat means to hear the slovensky cuvac is boundlessly faithful and courageous and always ready to fight off any intruder even if they are bears and wolves in order to distinguish him from wild animals in the night he is according to ancient tradition only bred in white,courageous alert faithful,,58.42,69.85,30.84428116,43.99845989,11.0,13.0,Foundation Stock Service,0.4,Weekly Brushing,0.8,Regularly,0.4,Calm,0.6,,0.6,
Slovensky Kopov,also known as the slovakian hound slovak hound or the slovensky kopov is a mediumsized scent hound with a relatively light but solid build his coat is of medium coarseness closefitting dense and always solid black with tan markings it is an extremely intelligent breed with an excellent sense of smell and direction where he is known he dominates the world of hunting by his endurance character and great courage club contact detailsname vladimir skalaaddress 3734 n lockwood ave chicago il 60641 this spirited persistent hunter will follow a scent for hours the slovensky kopov is a hardy hardworking breed that is also known for its courage and great endurance and was originally developed to hunt wild boar,courageous alert determined,,40.64,50.8,14.968548210000002,19.95806428,12.0,13.0,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,0.6,Regular Exercise,0.6,,0.6,
Small Munsterlander Pointer,the small munsterlander is intelligent and capable of learning has a full but even temperament and is steady in character he is alert and friendly towards people which makes him suitable for family life he has good social behavior and keeps in close contact with his master his passionate persevering predatory instinct versatile hunting aptitudes and strong nerves and keenness for game make him an extremely adept hunting companion during the off season small munsterlanders can also be used for agility obedience retrieving and hunting tests or trials small munsterlanders have a strong pack instinct and thrive in outdoor oriented families in the house they often can be found sleeping near or on the feet of their master in his native country of germany he is the kleiner mnsterlnder club contact detailsclub small munsterlander club of north americaname mark schnubel presidentemail presidentsmcnaorgphone 8604770355 the small munsterlander is a versatile hunting dog and natural retriever with a medium range solid pointing instinct and strong desire for the water he has excellent tracking abilities for all types of work after the shot these qualities are enhanced by intelligence and trainability,intelligent devoted selfconfident,,52.07,53.34,18.1436948,27.2155422,12.0,14.0,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,1.0,Needs Lots of Activity,0.6,Agreeable,0.8,Friendly
Smooth Fox Terrier,smooths are quite similar to their close relatives wire fox terriers like their crispycoated cousins smooths stand no more than 155 inches at the shoulder the distinguishing physical trait besides coat type is the head a smooths head is more vshaped than a wires the dense flat coat is predominantly white with black tan or blackandtan markings these cleverly made hunters are strong and sturdy but never coarse and clunky shortbacked and symmetrical they move with the unwavering grace of a pendulum clock the smooth fox terrier called the gentleman of the terrier world is a lively gregarious terrier with a devilmaycare attitude originally developed for britains traditional foxhunts they are close relatives to wire fox terriers,friendly independent amusing,123,38.1,38.1,6.80388555,8.164662660000001,12.0,15.0,Terrier Group,0.4,Weekly Brushing,0.4,Occasional,0.8,Energetic,0.6,Agreeable,0.8,Friendly
Soft Coated Wheaten Terrier,the hallmark of these merry extroverts and what sets them apart from other terriers is the silky gently waving coat it runs from a pale beige to a shimmering gold recalling the color of ripening wheat topping out at 19 inches tall and 40 pounds wheatens are square sturdy terriers with a peekaboo hairdo and dashing goatee the overall picture is that of a hardmuscled but softcoated working terrier or as the breed has been described an iron fist in a velvet glove the soft coated wheaten terrier an exuberant irish farm dog is happy friendly deeply devoted and just stubborn enough to remind you hes a terrier the unique wheaten coat is lowshedding but needs diligent care to avoid matting,friendly happy deeply devoted,53,43.18,48.26,13.6077711,18.1436948,12.0,14.0,Terrier Group,0.6,2-3 Times a Week Brushing,0.2,Infrequent,0.8,Energetic,0.4,Independent,0.6,Alert/Responsive
Spanish Mastiff,the spanish mastiff is a dog of great size wellbalanced very powerful and muscular he has a massive head and a body covered with a mediumlength coat his bark is raucous low pitched and deep very sonorous and audible from a considerable distance the spanish mastiff comes in a range of coat colors including black fawn red gray and yellow and can be seen with brindle or white markingsused for guarding and defense the breed is closely related to the seasonal moving of livestock especially the merino livestock which he accompanied at the time of the mesta in the middle ages this was an association of sheep ranchers who journeyed seasonally to distant locations to find grazing pastures the spanish mastiff was in charge of defending them against wolves and other predators throughout their travels either sedentary or wandering he performs in the same way for farms people and properties in general club contact detailsname anne goetzemail centurianmastinirocketmailcomphone 828 8035087 the spanish mastiff is a very intelligent dog not without beauty whose expression manifests both these qualities rustic affectionate kind and noble he is very determined when facing dangerous animals and in front of strangers especially when he has the opportunity to defend and protect farms or cattle in his behaviour one can see it is a dog sure of himself determining his strength because he is aware of his enormous power,affectionate intelligent kind,,71.12,88.9,63.502931800000006,90.718474,10.0,12.0,Foundation Stock Service,0.4,,0.6,Seasonal,0.4,Calm,0.6,,0.6,
Spanish Water Dog,the unique look of these inexhaustible workers begins with the coat its naturally curly and wooly head to toe and when grown out will often form tight tapered cords in full coat the facial hair covers the expressive brown eyes colors can be black brown beige white or particolor black brown beige with white rustic is the word often used to describe the overall look of this sturdy dog of medium size a male will stand a little under 20 inches at the shoulder the inexhaustible spanish water dog is a dualpurpose breed whose hallmark is a coat of wooly curls used as both a herder and waterfowl retriever in his homeland this rustic charmer is a lively family companion and vigilant watchdog,playful but also workoriented very active and upbeat,153,40.005,50.165,14.06136347,22.22602613,12.0,14.0,Herding Group,1.0,Specialty/Professional,0.2,Infrequent,0.8,Energetic,1.0,Eager to Please,0.4,Reserved with Strangers
Spinone Italiano,the spinone italiano plural spinoni italiani is a squarely and solidly built allaround hunter spinoni are muscular and powerful built more for endurance than speed the dense coat has a natural unclippered look and comes in various colors and patterns the face conveys the breeds abundant old world charm those soft sweetly expressive eyes set off by shaggy eyebrows and a tufted beard have won many a heart in italyand theyre making new conquests here in america every day the spinone italiano a denselycoated hunting dog is sociable docile and patient sometimes stubborn but always endearing of ancient italian lineage the spinone is among the field dogs of continental europe famed for versatility,sociable patient docile,109,55.88,68.58,15.875732950000002,24.947580350000003,10.0,12.0,Sporting Group,0.4,Weekly Brushing,0.6,,0.8,Energetic,0.6,Agreeable,0.6,Alert/Responsive
Stabyhoun,the stabyhouns independent nature was a deliberately bred characteristic by farmers who wanted a dog that could hunt independently for moles and rabbits that propensity we still see today therefore you cannot be upset if he looks for prey independently and for example digs in the garden with proper guidance a staby is a gentle dog and a great friend for lifestabys are also very inquisitive always pay attention to what a stabyhoun is up to because with their inquisitive nature they can quickly get into trouble if you think your staby will sit quietly if something happens you will often be disappointed although stabys make a lot of noise when something is wrong or to alert his owner they generally expect the owner to further investigate before they accept that things are normal most stabys will need to verify that there are no surprises in store before calming down againthis breed is a functional and powerfullybuilt pointing dog that originated in the netherlands the majority of stabyhouns are black and white the brown and white coloring is seen in the netherlands but the orange and white stabyhoun is nearly extinct the stabys build is such that it is greater in length than in height and similarly the head shows more length than width the feathering on his chest collar forelegs trousers and tail gives the staby the impression of being longhaired but the coat is not excessively long the stabyhoun is considered to be an allaround dog with abilities in hunting retrieving and pointing they are also ideal family dogs because of their size and affectionate character club contact detailsclub american stabyhoun associationname susie niesemail akcrepstabyhounsorgaddress 0n282 cumnor ave glen ellyn il 60137phone 630 6323443 although occasionally somewhat willful by nature stabyhouns are obedient gentle and patient dogs who are deeply fond of their family wanting to please their owners he is both a softmouthed retriever and a pointer that is particularly useful for hunting ducks and upland birds he is a fine retriever and water work is one of his fortes he is very sharpeyed owns a good sense of smell and aptitude and works fast and efficiently,intelligent responsive loving,,48.26,53.34,18.1436948,27.2155422,13.0,15.0,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,0.8,Energetic,0.8,Easy Training,0.6,Alert/Responsive
Staffordshire Bull Terrier,at 14 to 16 inches staffordshire bull terriers do not stand particularly tall but weighing anywhere between 24 to 38 pounds they pour a gallon of dog into a quartsize container these are rocksolid muscular terriers the head is short and broad with pronounced cheek muscles and the tightfitting coat comes in several colorsstaffordshire bull terriers still resemble the pugnacious brawlers who once ruled englands fighting pits but todays responsible breeders are producing sweetnatured familyoriented dogs with a reputation for being patient with kids these are trueblue loyal companions but the old fighting instinct still lurks withinmaking it vital that pups be socialized with other dogs to learn good canine manners from his brawling past the muscular but agile staffordshire bull terrier retains the traits of courage and tenacity happily good breeding transformed this former gladiator into a mild playful companion with a special feel for kids,clever brave tenacious,80,35.56,40.64,10.88621688,17.23651006,12.0,14.0,Terrier Group,0.4,Weekly Brushing,0.4,Occasional,0.8,Energetic,0.2,May be Stubborn,0.8,Friendly
Standard Schnauzer,a mediumsized dog weighing between 35 and 45 pounds the standard schnauzer is truly the standard schnauzer larger than miniatures smaller than giants schnauzers of all three sizes share several breed hallmarks a wiry tightfitting coat of pure black or pepper and salt a robust squarebuilt frame and an elongated head furnished with arched eyebrows and bristly whiskers framing eyes gleaming with keen intelligencestandards are sociable companions alert watchdogs enthusiastic backyard squirrel chasers and are good with kids and protective of loved ones approached with a firm but gentle hand standards train beautifully owners must provide outlets for their dogs upbeat athleticism and highly developed senses the bold bewhiskered standard schnauzer is a highspirited farm dog from germany they are the sometimeswillful but ever reliable mediumsized members of the schnauzer family of breeds the standards sporty look is a canine classic,fearless smart spirited,89,44.45,49.53,13.6077711,22.6796185,13.0,16.0,Working Group,0.6,2-3 Times a Week Brushing,0.2,Infrequent,0.6,Regular Exercise,0.4,Independent,0.8,Friendly
Sussex Spaniel,sussex are long lowbuilt bird dogs of great strength and endurance topping out at just 15 inches tall at the shoulder sussex are nonetheless described as massive with a deep chest and heavy bone their trademark is an abundant feathery coat of rich goldenliver the classic spaniel head with its wavycoated ears and big hazel eyes projects a somber frowning expression delightfully at odds with the sussexs innate cheerfulness placid affectionate eventempered trueblue loyal  all are words used to describe the sussex spaniel a slowbutsteady hunter and congenial housedog his frowning expression is delightfully at odds with a typically cheerful nature,friendly merry eventempered,180,33.02,38.1,15.875732950000002,20.41165665,13.0,15.0,Sporting Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
Swedish Lapphund,swedish lapphunds make wonderful family companions and thrive when included in all the activities of their human pack this lively and intelligent mediumsized spitz is a versatile playful and energetic pooch although generally considered a medium to high energy breed it is capable of relaxing and chilling when appropriate aka the lappie onoff switch alert and friendly they can also be independentminded and stubborn the breed retains its guarding and herding traits of alertness and attentiongetting barking the swedish lappie is eager to please will work with you and is suited for rally agility herding scent work and other companion events club contact detailsname patricia arfstenemail parfstenyahoocom lively alert kind and affectionate the lapphund is very receptive attentive and willing to work its abilities as a good herding dog made it very useful in the reindeer trade it is very versatile suitable for obedience training agility herding tracking etc it is easy to train full of endurance and toughness,playful intelligent lively,,40.64,50.8,13.6077711,20.41165665,12.0,14.0,Foundation Stock Service,0.4,Weekly Brushing,0.6,Seasonal,0.6,Regular Exercise,0.2,May be Stubborn,0.6,Alert/Responsive
Swedish Vallhund,with their thick sable coat sturdy construction and overall nofrills look vallhunds are a timeless breed as comfortable in a suburban backyard as they were on the prow of viking longships 1200 years ago these lively herders are built long and low to the groundin not quite as exaggerated a fashion as their distant cousins the corgis but the idea is the same their build makes it easier to nip at the heels of cattle and avoid kicks to the head balance power and smooth movement are breed hallmarks the long and low swedish vallhund viking dog of ancient legend is a smart and sociable herder of dense coat and boundless energy these rugged cattle dogs are known for their zest for life unique vocalizations and cheerful demeanor,friendly energetic watchful,169,29.21,34.925,9.0718474,15.875732950000002,12.0,15.0,Herding Group,0.2,Occasional Bath/Brush,0.6,Seasonal,1.0,Needs Lots of Activity,1.0,Eager to Please,0.8,Friendly
Taiwan Dog,the taiwan dogs intuitive nature and connection to its master were most likely honed from generations of collaboratively hunting small game in the mountains this also means that they are extremely responsive to commands and easily trained this breed can be reserved towards strangers and are fearless in protecting their family therefore socialization for the taiwan dog is necessary to mediate its strong instinct to protect its master and family they should be an integral part of the family household and not an outside dog as they excel with daily interaction and socialization club contact detailsclub taiwan dog club of americaaddress po box 640 chino hills ca 91709email infotaiwandogorg the taiwan dog is extremely faithful to his master keen in sense alert in movement bold and fearless he is a mediumsized dog with triangular head almond shaped eyes thin pricked ears and a sickle tail,loyal versatile intelligent,,43.18,50.8,11.79340162,18.1436948,9.0,13.0,Foundation Stock Service,0.4,Weekly Brushing,0.6,Seasonal,1.0,Needs Lots of Activity,0.8,Easy Training,0.4,Reserved with Strangers
Teddy Roosevelt Terrier,teddy roosevelt terriers are delightful companions in the home they learn quickly and are ready for any activity their owners engage in while they will still keep the family farm and home free of rats and mice the job for which they were bred they also excel in companion sports such as agility and obedience they get along with other dogs without belligerence and have retained their prey drive without obsessive compulsion at the end of the day they love nothing better than to share the love and companionship of their owners teddies can adapt to pretty much any lifestyle whether you show in conformation rings work in agility trials or just want a great companion for your home or farm their small to medium size make them suitable to apartment living as well this loyal active and playful breed is at its best as a member of its human family club contact detailsclub american teddy roosevelt terrier clubname kaye stevenson presidentemail americantrtclubgmailcomaddress 205 donna dr montgomery al 36108 the teddy roosevelt terrier is a lively friendly affectionate dog with his family but can be somewhat of a oneperson dog with his strong protective nature and welldeveloped pack instincts the teddy roosevelt terrier gets along well with children when raised with them cats and other dogs he is a bold tenacious hunter with seemingly unlimited energy whose size and endurance makes him an excellent hunter of squirrels and vermin,playful versatile intelligent,,20.32,38.1,3.62873896,11.33980925,14.0,16.0,Miscellaneous Class,0.4,Weekly Brushing,0.6,Seasonal,0.8,Energetic,1.0,Eager to Please,0.8,Friendly
Thai Ridgeback,the thai ridgeback is a muscular mediumsized dog with a streamlined body that makes him very agile and a natural athlete the ridge on his back is formed by hair growing in the opposite direction from the rest of his coat and the breed has up to 8 different ridge patterns puppies can be born without this ridge coat colors include solid blue black red or fawn with a black mask occasionally on the redcoated dogs thai ridgebacks also have spotted tongues and some even come with solid blackblue tongues today most ridgebacks are companion dogs but they still maintain many of the same instincts for the jobs for which they were bred hunting and guarding they had to be independent selfsufficient and hunt for their own food which gave them strong survival instincts a high prey drive and a high level of intelligenceif well bred and properly socialized the thai ridgeback can be a loyal loving pet as a guarding breed they are naturally protective of their home and can be reserved and suspicious with strangers thai ridgebacks will need a patient consistent and experienced owner with a good understanding of dog behavior they are not for firsttime dog owners club contact detailsclub association of thai ridgeback owners and fanciersname cathleen a combs presidentemail bellehoundsk9saolcomaddress po box 1 dry ridge ky 41035phone 8594458739facebook link the thai ridgeback is tough and active with an excellent jumping ability he is highly intelligent has a strong survival instinct and is a loyal family dog,loyal independent agile,,50.8,60.96,15.875732950000002,34.01942775,12.0,13.0,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,0.8,Energetic,0.4,Independent,0.4,Reserved with Strangers
Tibetan Mastiff,coming face to face with this ancient behemoth an intruder up to no good will likely move on to easier pickings tms can stand 26 inches at the shoulder and weigh well over 100 pounds its impossible to discuss this breed without leaning on words like powerful muscular massive and substantial and yet tms are quite lightfooted and will meet a perceived threat with surprising agility the broad head with its highset vshaped ears and expressive brown eyes projects a noble sagacious expression watchful aloof imposing and intimidating the ancient tibetan mastiff is the guardian dog supreme these denselycoated giants are mellow and calm around the house sweetly devoted to family and aloof and territorial with strangers,independent reserved intelligent,131,60.96,66.04,31.751465900000003,68.0388555,10.0,12.0,Working Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
Tibetan Spaniel,with a blunt muzzle and big expressive eyes a lions mane around the neck and a plumed tail elegantly curving over the back theyre distinctly tibetan but are they spaniels no not in the western sense like cockers or cavaliers instead tibbies recall the ancient traditions that produced pekes pugs lhasas and other unmistakably asian breeds tibbies stand about 10 inches at the shoulder they move quickly and with purpose theyre seen in coats of many colors and combinations the frisky and curious tibetan spaniel was bred ages ago for sentinel work on the walls of tibetan monasteries known for a flat silky coat and lions mane around the neck the tibbie forms a tight worshipful bond with their humans,playful bright selfconfident,119,25.4,25.4,4.082331330000001,6.80388555,12.0,15.0,Non-Sporting Group,0.4,Weekly Brushing,0.6,Seasonal,0.4,Calm,0.6,Agreeable,0.6,Alert/Responsive
Tibetan Terrier,bearing a passing resemblance to their smaller cousin the lhasa apso tibetan terriers reside at the lower end of mediumsized breeds standing about 15 inches at the shoulder and weighing between 20 and 24 pounds a breed hallmark is the beautiful and profuse double coatwooly underneath with a long fine topcoat tts are unique among dogs for their large flat snowshoe feet adapted over centuries to help them negotiate the snowy mountainous terrain of their homeland the tibetan terrier holy dog of tibet is an ancient watchdog and companion long associated with buddhist monasteries a profusely coated smalltomediumsized dog with snowshoe feet the tt is affectionate sensitive and clever,affectionate loyal sensitive,96,35.56,43.18,8.164662660000001,13.6077711,15.0,16.0,Non-Sporting Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.8,Energetic,0.4,Independent,0.4,Reserved with Strangers
Tornjak,the tornjak is also known as the bosnian and herzegovinian  croatian shepherd dog he is a large and powerful dog wellproportioned and agile the shape of his body is almost square when standing and moving he is strong harmonious and wellbalanced his coat is long and thick according to studies the tornjak is most likely a descendant of the tibetan mastiff or from the area where modernday iran is that environment has created a healthy and strong watchdog with modest needs for food and shelter tornjaks are friendly with people but aggressive towards other animals and dogs that threaten his owner home sheep pen or flock they like to work and take commands readily from their owners the tornjak is of steady disposition friendly courageous obedient intelligent and full of dignity and selfconfidence fierce in guarding property entrusted to him he cannot be bribed and is suspicious of strangers he is devoted to his master very calm in his presence and very affectionate towards the people living in his immediate vicinity,friendly courageous intelligent,,58.42,71.12,28.12272694,49.895160700000005,12.0,14.0,Foundation Stock Service,0.4,,0.6,,0.6,,0.8,Easy Training,0.6,Alert/Responsive
Tosa,the tosa is quietly affectionate with his own family but may be somewhat aloof with strangers this breed is also by nature watchful of other dogs and may react aggressively to dogs it considers intruders overtly aggressive behavior towards humans is uncharacteristic of the breed their short dense coat can be fawn red apricot black or brindle and they can also have white markings on their chest and feet in addition tosas mature slowly and individual dogs may not reach their prime until as late as four years of age this breed is the largest of all japanese dog breeds they are also known as the tosa ken tosa dog tosa token tosa inu japanese fighting dog and japanese mastiff the tosas temperament is marked by patience composure boldness and courage he is normally a tranquil quiet and obedient dog with a calm but vigilant demeanor with a stately manner and robust build they were formerly bred for fighting but are now used as watchdogs,fearless patient vigilant,,54.61,59.69,45.359237,90.718474,10.0,12.0,Foundation Stock Service,0.2,Occasional Bath/Brush,0.4,Occasional,0.4,Calm,0.6,Agreeable,0.4,Reserved with Strangers
Toy Fox Terrier,a surefire recipe for fun take the lovability of a lapdog combine with terrier tenacity pour the mixture into a beautifully balanced container wrap in a tightfitting satin coat top with large erect ears and dark eyes that sparkle with eager intelligence this is the toy fox terrier a lithe but sturdy little comedian standing under a foot tall but packed with enough charisma for a whole kennel of ordinary dogs the breeds admirers like to say tfts are truly a toy and a terrier a diminutive satincoated terrier with an amusing toydog personality the toy fox terrier is as breed fanciers say truly a toy and a terrier they began as barnyard ratters but are today beguiling companions with a big personality,friendly alert intelligent,111,21.59,29.21,1.587573295,3.17514659,13.0,15.0,Toy Group,0.4,Weekly Brushing,0.4,Occasional,0.8,Energetic,1.0,Eager to Please,0.8,Friendly
